City,Colors Reported,Shape Reported,State,Time,sighting,Year
Oak Lawn,ORANGE,,IL,2011-09-10 08:00:00,1,2011
Buffalo,ORANGE,CIRCLE,NY,2011-09-10 09:25:00,1,2011
Hartland,ORANGE,FIREBALL,MI,2011-09-10 09:45:00,1,2011
Falls,ORANGE,CIRCLE,PA,2011-09-10 12:50:00,1,2011
Vassalboro,,CYLINDER,ME,2011-09-10 13:30:00,1,2011
Williamsville,,OTHER,NY,2011-09-10 14:30:00,1,2011
Pebble Beach,,LIGHT,CA,2011-09-10 19:30:00,1,2011
Seligman,,DISK,AZ,2011-09-10 19:45:00,1,2011
Tremont,BLUE,SPHERE,PA,2011-09-10 20:00:00,1,2011
Everett,ORANGE,CIRCLE,WA,2011-09-10 20:20:00,1,2011
Lakeville,,FORMATION,MN,2011-09-10 20:30:00,1,2011
Allen,GREEN BLUE,EGG,TX,2011-09-10 20:45:00,1,2011
Renton,ORANGE,LIGHT,WA,2011-09-10 20:54:00,1,2011
Allendale,ORANGE,OTHER,MI,2011-09-10 21:00:00,1,2011
Baraboo,,CIRCLE,WI,2011-09-10 21:00:00,1,2011
Tonawanda,,FIREBALL,NY,2011-09-10 21:00:00,1,2011
Harrison,,CIRCLE,ME,2011-09-10 21:30:00,1,2011
Plainfield,,CIGAR,IL,2011-09-10 22:00:00,1,2011
Port Clinton,RED GREEN,,OH,2011-09-10 22:00:00,1,2011
Seattle,,CIRCLE,WA,2011-09-10 22:00:00,1,2011
West Yarmouth,ORANGE,CIRCLE,MA,2011-09-10 22:00:00,1,2011
Greenfield,,LIGHT,PA,2011-09-10 22:30:00,1,2011
Lantana,BLUE,VARIOUS,TX,2011-09-10 22:43:00,1,2011
Landers,RED,CIRCLE,CA,2011-09-10 22:50:00,1,2011
Lincoln,,,CA,2011-09-10 23:20:00,1,2011
Sioux City,ORANGE,LIGHT,IA,2011-09-10 23:20:00,1,2011
Olathe,ORANGE,TEARDROP,KS,2011-09-10 23:30:00,1,2011
Twin Falls,,FIREBALL,ID,2011-09-10 23:30:00,1,2011
Greeneville,,LIGHT,TN,2011-09-10 23:44:00,1,2011
The Dalles,ORANGE,FIREBALL,OR,2011-09-11 00:00:00,1,2011
Fishers,,LIGHT,IN,2011-09-11 00:25:00,1,2011
Reno,,LIGHT,NV,2011-09-11 05:30:00,1,2011
Wasilla,YELLOW,TRIANGLE,AK,2011-09-11 09:00:00,1,2011
Newberry,,TEARDROP,FL,2011-09-11 11:00:00,1,2011
Ecorse,ORANGE,LIGHT,MI,2011-09-11 19:30:00,1,2011
Los Angeles,BLUE,VARIOUS,CA,2011-09-11 20:00:00,1,2011
Silver City,,TRIANGLE,MI,2011-09-11 20:00:00,1,2011
Oak Lawn,ORANGE,CIRCLE,IL,2011-09-11 20:20:00,1,2011
Senatobia,,CIRCLE,MS,2011-09-11 21:10:00,1,2011
Clinton Township,RED,OTHER,MI,2011-09-11 21:15:00,1,2011
Melvindale,,DIAMOND,MI,2011-09-11 21:15:00,1,2011
Canton,ORANGE,LIGHT,MI,2011-09-11 21:30:00,1,2011
Bellevue,YELLOW,SPHERE,NE,2011-09-11 22:30:00,1,2011
Detroit,,FORMATION,MI,2011-09-11 22:45:00,1,2011
Sterling Heights,ORANGE,FIREBALL,MI,2011-09-11 23:10:00,1,2011
Greenville,GREEN,LIGHT,NC,2011-09-12 01:00:00,1,2011
Dowagiac,GREEN,DIAMOND,MI,2011-09-12 02:55:00,1,2011
La Vista,,LIGHT,NE,2011-09-12 04:38:00,1,2011
La Porte,,CIRCLE,TX,2011-09-12 14:45:00,1,2011
Tupelo,,OTHER,MS,2011-09-12 15:08:00,1,2011
Vancouver,,CIRCLE,WA,2011-09-12 20:00:00,1,2011
League City,,SPHERE,TX,2011-09-12 20:12:00,1,2011
Casper,RED GREEN BLUE,CIRCLE,WY,2011-09-12 20:30:00,1,2011
Omaha,,TRIANGLE,NE,2011-09-12 21:15:00,1,2011
Providence,,TRIANGLE,RI,2011-09-12 21:30:00,1,2011
Destin,,LIGHT,FL,2011-09-12 22:00:00,1,2011
Kennedy,,,NY,2011-09-12 23:00:00,1,2011
Manchester,,TRIANGLE,MO,2011-09-12 23:15:00,1,2011
Dundalk,,TRIANGLE,MD,2011-09-13 00:00:00,1,2011
Silver Springs,,DIAMOND,FL,2011-09-13 01:00:00,1,2011
Bismarck,RED ORANGE BLUE,LIGHT,MO,2011-09-13 04:20:00,1,2011
Greer,RED,SPHERE,SC,2011-09-13 09:00:00,1,2011
Greer,RED,SPHERE,SC,2011-09-13 09:00:00,1,2011
Springer,BLUE,LIGHT,OK,2011-09-13 10:45:00,1,2011
Fort Edward,,OVAL,NY,2011-09-13 13:00:00,1,2011
Manalapan,,,NJ,2011-09-13 18:45:00,1,2011
Cathedral City,,,CA,2011-09-13 19:30:00,1,2011
Florence,,TRIANGLE,KY,2011-09-13 21:00:00,1,2011
Belleville,,CIRCLE,IL,2011-09-13 22:00:00,1,2011
Destin,,,FL,2011-09-13 22:00:00,1,2011
Scottsbluff,,LIGHT,NE,2011-09-13 22:15:00,1,2011
New Carrollton,,,MD,2011-09-13 23:30:00,1,2011
Lodi,,LIGHT,CA,2011-09-14 00:00:00,1,2011
Ojai,RED,DISK,CA,2011-09-14 06:45:00,1,2011
Cave Creek,,CIRCLE,AZ,2011-09-14 17:00:00,1,2011
Las Vegas,,FIREBALL,NV,2011-09-14 19:00:00,1,2011
Las Vegas,GREEN,OTHER,NV,2011-09-14 19:00:00,1,2011
Henderson,,FIREBALL,NV,2011-09-14 19:30:00,1,2011
Palm Springs,,,CA,2011-09-14 19:30:00,1,2011
Pahrump,GREEN,FIREBALL,NV,2011-09-14 19:40:00,1,2011
Gold Canyon,,OTHER,AZ,2011-09-14 19:45:00,1,2011
Henderson,YELLOW GREEN,,NV,2011-09-14 19:45:00,1,2011
Las Vegas,RED,FIREBALL,NV,2011-09-14 19:45:00,1,2011
Pahrump,,,NV,2011-09-14 19:45:00,1,2011
Phoenix,BLUE,TEARDROP,AZ,2011-09-14 19:45:00,1,2011
Ramona,,,CA,2011-09-14 19:54:00,1,2011
Portland,,LIGHT,OR,2011-09-14 20:00:00,1,2011
Lake Elsinore,,FIREBALL,CA,2011-09-14 20:30:00,1,2011
Lake Elsinore,,FIREBALL,CA,2011-09-14 20:30:00,1,2011
Perris,,LIGHT,CA,2011-09-14 21:00:00,1,2011
Boulder,BLUE,CHEVRON,CO,2011-09-14 23:00:00,1,2011
Corola,ORANGE,FIREBALL,NC,2011-09-14 23:00:00,1,2011
Naples,RED,LIGHT,FL,2011-09-14 23:30:00,1,2011
Dresden,GREEN,FIREBALL,OH,2011-09-14 23:34:00,1,2011
Wildwood,,OTHER,NJ,2011-09-15 00:00:00,1,2011
Bloomington,,SPHERE,MN,2011-09-15 02:00:00,1,2011
Konawa,,DISK,OK,2011-09-15 02:20:00,1,2011
Newark,,DISK,DE,2011-09-15 17:00:00,1,2011
Quincy,,LIGHT,IL,2011-09-15 19:00:00,1,2011
Cary,RED GREEN BLUE,FORMATION,NC,2011-09-15 19:15:00,1,2011
Pahrump,GREEN,FLASH,NV,2011-09-15 19:15:00,1,2011
Glenarm,,VARIOUS,IL,2011-09-15 19:30:00,1,2011
Glenarm,,VARIOUS,IL,2011-09-15 19:30:00,1,2011
Chandler,RED,LIGHT,AZ,2011-09-15 19:45:00,1,2011
East Lansing,ORANGE,FIREBALL,MI,2011-09-15 20:00:00,1,2011
Costa Mesa,,LIGHT,CA,2011-09-15 20:51:00,1,2011
Anahola,,FLASH,HI,2011-09-15 21:00:00,1,2011
Chestertown,GREEN,FLASH,MD,2011-09-15 21:15:00,1,2011
Cuchara,,SPHERE,CO,2011-09-15 22:00:00,1,2011
Scranton,,LIGHT,PA,2011-09-15 22:00:00,1,2011
Matinez,,LIGHT,CA,2011-09-16 01:00:00,1,2011
Odenton,,CIRCLE,MD,2011-09-16 03:10:00,1,2011
Clifton Forge,,SPHERE,VA,2011-09-16 05:30:00,1,2011
West Chester,GREEN,DISK,PA,2011-09-16 06:00:00,1,2011
Potsdam,,FIREBALL,NY,2011-09-16 09:00:00,1,2011
Macinaw,,SPHERE,MI,2011-09-16 10:00:00,1,2011
Sisters,,TRIANGLE,OR,2011-09-16 11:16:00,1,2011
Blue Diamond,,FIREBALL,NV,2011-09-16 19:30:00,1,2011
Hudson,ORANGE,LIGHT,OH,2011-09-16 20:45:00,1,2011
Wrightwood,RED,FIREBALL,CA,2011-09-16 21:15:00,1,2011
Ramsey,,CIRCLE,MN,2011-09-16 21:20:00,1,2011
Boise,,LIGHT,ID,2011-09-16 22:30:00,1,2011
Lyndon Station,RED,FIREBALL,WI,2011-09-16 22:30:00,1,2011
Hollywood,GREEN,LIGHT,CA,2011-09-16 22:45:00,1,2011
Philadelphia,,OVAL,PA,2011-09-16 22:52:00,1,2011
Provincetown,,CIRCLE,MA,2011-09-16 23:15:00,1,2011
Chicopee,,FLASH,MA,2011-09-17 02:00:00,1,2011
Clayton,GREEN,,NC,2011-09-17 02:23:00,1,2011
Plano,GREEN,OVAL,TX,2011-09-17 02:42:00,1,2011
Fort Worth,,CIRCLE,TX,2011-09-17 04:31:00,1,2011
Mehlville,,OVAL,MO,2011-09-17 05:30:00,1,2011
Bartlett,,DISK,IL,2011-09-17 09:50:00,1,2011
Alamogordo,,FIREBALL,NM,2011-09-17 10:00:00,1,2011
Salem,ORANGE,FIREBALL,OH,2011-09-17 18:30:00,1,2011
Naperville,RED,LIGHT,IL,2011-09-17 19:00:00,1,2011
Jackson,,DIAMOND,OH,2011-09-17 19:45:00,1,2011
Avon,,,IN,2011-09-17 19:55:00,1,2011
Johnston,,SPHERE,RI,2011-09-17 20:05:00,1,2011
West Warwick,RED,LIGHT,RI,2011-09-17 20:05:00,1,2011
Girard,ORANGE,OTHER,IL,2011-09-17 20:30:00,1,2011
Huntersville,ORANGE,FORMATION,WV,2011-09-17 20:30:00,1,2011
Lake in the Hills,ORANGE,TRIANGLE,IL,2011-09-17 20:45:00,1,2011
Leonard,ORANGE,FORMATION,MI,2011-09-17 21:00:00,1,2011
Warsaw,,SPHERE,IN,2011-09-17 21:00:00,1,2011
Anthony,,TRIANGLE,NM,2011-09-17 21:17:00,1,2011
Joshua Tree,ORANGE,DISK,CA,2011-09-17 21:26:00,1,2011
Chelsea,ORANGE,OVAL,AL,2011-09-17 21:30:00,1,2011
Monticello,ORANGE,CIRCLE,IN,2011-09-17 21:30:00,1,2011
Rockledge,,CONE,PA,2011-09-17 22:00:00,1,2011
Pilesgrove,ORANGE,LIGHT,NJ,2011-09-17 22:30:00,1,2011
Defiance,,CIRCLE,MO,2011-09-17 23:00:00,1,2011
St. Augustine,,CIRCLE,FL,2011-09-17 23:00:00,1,2011
Troy,RED,LIGHT,OH,2011-09-18 00:30:00,1,2011
Martinez,,LIGHT,CA,2011-09-18 03:00:00,1,2011
Thonotosassa,,TRIANGLE,FL,2011-09-18 03:45:00,1,2011
Delton,,,MI,2011-09-18 05:30:00,1,2011
Chandler,,TEARDROP,AZ,2011-09-18 06:00:00,1,2011
Queen Creek,,LIGHT,AZ,2011-09-18 06:00:00,1,2011
San Tan Valley,,CIRCLE,AZ,2011-09-18 06:00:00,1,2011
Norwood,,DISK,MA,2011-09-18 07:45:00,1,2011
New Berlin,RED,TRIANGLE,WI,2011-09-18 18:45:00,1,2011
Alpine,,CIRCLE,UT,2011-09-18 20:15:00,1,2011
La Barge,,CIRCLE,WY,2011-09-18 21:00:00,1,2011
Dennisport,,OTHER,MA,2011-09-18 21:45:00,1,2011
Ukiah,RED,LIGHT,CA,2011-09-18 22:00:00,1,2011
Winter Haven,RED GREEN,,FL,2011-09-18 22:00:00,1,2011
Hayward,,CIRCLE,CA,2011-09-18 22:30:00,1,2011
Las Vegas,RED,SPHERE,NV,2011-09-18 22:35:00,1,2011
Fremont,,TRIANGLE,OH,2011-09-18 23:00:00,1,2011
Pitman,,CIRCLE,NJ,2011-09-18 23:00:00,1,2011
Naples,,TRIANGLE,FL,2011-09-18 23:45:00,1,2011
Crete,,DISK,IL,2011-09-19 00:00:00,1,2011
Lake Jackson,RED,CIGAR,TX,2011-09-19 17:30:00,1,2011
Kennewick,,LIGHT,WA,2011-09-19 20:30:00,1,2011
Tucson,,CIRCLE,AZ,2011-09-19 20:30:00,1,2011
Round Lake Beach,,SPHERE,IL,2011-09-19 20:50:00,1,2011
Greeley,ORANGE,SPHERE,CO,2011-09-19 21:00:00,1,2011
Cleveland,RED,TRIANGLE,OH,2011-09-19 21:55:00,1,2011
Presque Isle,,,ME,2011-09-19 22:00:00,1,2011
Yerington,,,NV,2011-09-19 22:00:00,1,2011
Lawrence,,LIGHT,KS,2011-09-19 23:25:00,1,2011
Woodbury,,,MN,2011-09-20 01:30:00,1,2011
Portland,,RECTANGLE,OR,2011-09-20 01:55:00,1,2011
Bastrop,GREEN,SPHERE,LA,2011-09-20 02:00:00,1,2011
Corpus Christi,,OVAL,TX,2011-09-20 03:20:00,1,2011
Sioux Falls,,LIGHT,SD,2011-09-20 06:33:00,1,2011
Baltimore,,,MD,2011-09-20 17:30:00,1,2011
Yellowstone National Park,,VARIOUS,WY,2011-09-20 19:55:00,1,2011
Staten Island,ORANGE,FIREBALL,NY,2011-09-20 20:30:00,1,2011
Flagstaff,RED BLUE,CIRCLE,AZ,2011-09-20 20:40:00,1,2011
Talent,,TRIANGLE,OR,2011-09-20 20:45:00,1,2011
Minot,,OTHER,ND,2011-09-20 21:35:00,1,2011
Centralia,,CIGAR,WA,2011-09-20 22:00:00,1,2011
Micco,,,FL,2011-09-20 22:00:00,1,2011
Moses Lake,,LIGHT,WA,2011-09-20 22:00:00,1,2011
Ottawa,RED ORANGE,FIREBALL,IL,2011-09-20 22:00:00,1,2011
Batesville,,FORMATION,IN,2011-09-20 22:02:00,1,2011
Ashland,,SPHERE,KY,2011-09-20 22:25:00,1,2011
Portland,,FLASH,OR,2011-09-21 00:00:00,1,2011
Florence,RED,TRIANGLE,KY,2011-09-21 03:00:00,1,2011
Arley,,FIREBALL,AL,2011-09-21 07:00:00,1,2011
Parker,,VARIOUS,CO,2011-09-21 11:00:00,1,2011
Salem,GREEN,EGG,OR,2011-09-21 20:00:00,1,2011
Canby,GREEN,FIREBALL,OR,2011-09-21 20:15:00,1,2011
Tillamook,,CYLINDER,OR,2011-09-21 20:30:00,1,2011
Maple Grove,,FIREBALL,MN,2011-09-21 21:30:00,1,2011
Grand Rapids,,OVAL,MI,2011-09-21 23:30:00,1,2011
Minot AFB,RED,TRIANGLE,ND,2011-09-21 23:30:00,1,2011
Delary Beach,,SPHERE,FL,2011-09-21 23:45:00,1,2011
Mulino,RED,CIRCLE,OR,2011-09-22 00:00:00,1,2011
Russell Springs,,FLASH,KY,2011-09-22 13:15:00,1,2011
Harleysville,ORANGE,CIRCLE,PA,2011-09-22 18:00:00,1,2011
"Laguna, Irvine, Costa Mesa",ORANGE,TRIANGLE,CA,2011-09-22 19:20:00,1,2011
Shelby Township,ORANGE BLUE,LIGHT,MI,2011-09-22 22:00:00,1,2011
Tempe,,DISK,AZ,2011-09-22 22:15:00,1,2011
Vista,,FIREBALL,CA,2011-09-22 22:25:00,1,2011
Cocoa,,SPHERE,FL,2011-09-23 03:00:00,1,2011
Oklahoma City,RED,LIGHT,OK,2011-09-23 09:45:00,1,2011
Miami,,,FL,2011-09-23 10:00:00,1,2011
Grand Rapids,,DIAMOND,MI,2011-09-23 11:15:00,1,2011
Yakima,,CYLINDER,WA,2011-09-23 13:19:00,1,2011
Munford,,DISK,TN,2011-09-23 16:30:00,1,2011
Lubbock,,LIGHT,TX,2011-09-23 18:00:00,1,2011
Waynesboro,,,GA,2011-09-23 18:45:00,1,2011
Ann Arbor,,OTHER,MI,2011-09-23 18:55:00,1,2011
Island Park,,FIREBALL,NY,2011-09-23 19:15:00,1,2011
Happy Valley,,FIREBALL,OR,2011-09-23 19:50:00,1,2011
Miami,,CIRCLE,FL,2011-09-23 20:00:00,1,2011
Hugo,,OTHER,MN,2011-09-23 21:15:00,1,2011
Mechanicsburg,ORANGE YELLOW,TRIANGLE,PA,2011-09-23 22:57:00,1,2011
Indian Rocks Beach,,OTHER,FL,2011-09-23 23:00:00,1,2011
Kimball,,DIAMOND,WI,2011-09-24 00:00:00,1,2011
Pasco,,,FL,2011-09-24 01:20:00,1,2011
Bellevue,,LIGHT,WA,2011-09-24 02:35:00,1,2011
Las Vegas,BLUE,LIGHT,NV,2011-09-24 03:30:00,1,2011
St. Augustine,,CIRCLE,FL,2011-09-24 03:40:00,1,2011
Las Vegas,GREEN,OVAL,NV,2011-09-24 03:48:00,1,2011
Amarillo,,CIRCLE,TX,2011-09-24 04:30:00,1,2011
Maryville,RED,TRIANGLE,TN,2011-09-24 11:15:00,1,2011
Estes Park,,SPHERE,CO,2011-09-24 14:25:00,1,2011
Newaygo,,CIGAR,MI,2011-09-24 15:00:00,1,2011
Wyandotte,,CYLINDER,MI,2011-09-24 20:00:00,1,2011
Wyandotte,,FIREBALL,MI,2011-09-24 20:30:00,1,2011
Lakin,,LIGHT,KS,2011-09-24 20:35:00,1,2011
Santa Barbara,BLUE,LIGHT,CA,2011-09-24 21:30:00,1,2011
Burnsville,,,MN,2011-09-24 22:00:00,1,2011
Davenport,,DISK,FL,2011-09-24 22:30:00,1,2011
Stratford,ORANGE,OTHER,CT,2011-09-24 22:30:00,1,2011
Palm Desert,,LIGHT,CA,2011-09-24 22:38:00,1,2011
Fairport,ORANGE,FORMATION,NY,2011-09-24 23:00:00,1,2011
Clemson,ORANGE,CYLINDER,SC,2011-09-24 23:20:00,1,2011
Miami,,OTHER,FL,2011-09-24 23:25:00,1,2011
Lemoore,YELLOW,CROSS,CA,2011-09-24 23:30:00,1,2011
Dayton,,LIGHT,OH,2011-09-25 01:10:00,1,2011
Glendale,,SPHERE,AZ,2011-09-25 04:45:00,1,2011
Westminster,,,CA,2011-09-25 05:30:00,1,2011
Portland,,LIGHT,OR,2011-09-25 06:00:00,1,2011
Marion,,DISK,AR,2011-09-25 17:00:00,1,2011
Marcell,,CIRCLE,MN,2011-09-25 18:10:00,1,2011
Gulfport,,FIREBALL,MS,2011-09-25 19:30:00,1,2011
Philadelphia,,,PA,2011-09-25 19:30:00,1,2011
Dolores,,LIGHT,CO,2011-09-25 20:22:00,1,2011
Glenarm,,,IL,2011-09-25 20:30:00,1,2011
Ft. Smith,GREEN,LIGHT,AR,2011-09-25 20:46:00,1,2011
Johnson,,LIGHT,VT,2011-09-25 20:55:00,1,2011
Anaheim,,TRIANGLE,CA,2011-09-25 21:00:00,1,2011
Bend,RED GREEN,,OR,2011-09-25 21:00:00,1,2011
Florence,,LIGHT,OR,2011-09-25 21:00:00,1,2011
Tenino,,LIGHT,WA,2011-09-25 22:00:00,1,2011
Charlton,,OTHER,MA,2011-09-25 22:30:00,1,2011
Scranton,BLUE,FIREBALL,PA,2011-09-25 23:35:00,1,2011
Phillips,,LIGHT,ME,2011-09-25 23:40:00,1,2011
Camp Verde,,FIREBALL,AZ,2011-09-25 23:45:00,1,2011
Ludowici,,LIGHT,GA,2011-09-26 02:41:00,1,2011
Houston,,LIGHT,TX,2011-09-26 02:45:00,1,2011
Glendale,,SPHERE,AZ,2011-09-26 04:45:00,1,2011
Georgetown,,CIGAR,SC,2011-09-26 09:20:00,1,2011
Towson,,EGG,MD,2011-09-26 18:15:00,1,2011
Maine,GREEN,TRIANGLE,NY,2011-09-26 18:30:00,1,2011
Myrtle Beach,ORANGE,LIGHT,SC,2011-09-26 19:45:00,1,2011
Watsontown,,TRIANGLE,PA,2011-09-26 21:10:00,1,2011
Boise,,OVAL,ID,2011-09-26 21:30:00,1,2011
Bondville,,LIGHT,VT,2011-09-26 21:30:00,1,2011
San Francisco,,TRIANGLE,CA,2011-09-26 21:40:00,1,2011
Owego,,LIGHT,NY,2011-09-26 23:00:00,1,2011
Holland,,CYLINDER,MI,2011-09-27 03:45:00,1,2011
Richmond,,TRIANGLE,KY,2011-09-27 04:30:00,1,2011
St. Simons Island,,SPHERE,GA,2011-09-27 12:45:00,1,2011
Broomfield,GREEN,OTHER,CO,2011-09-27 17:30:00,1,2011
Arcadia,BLUE,LIGHT,CA,2011-09-27 19:20:00,1,2011
Little Rock,ORANGE,SPHERE,AR,2011-09-27 20:00:00,1,2011
Cheektowaga,,FIREBALL,NY,2011-09-27 20:30:00,1,2011
Eugene,,CIRCLE,OR,2011-09-27 21:00:00,1,2011
Englewood,,LIGHT,FL,2011-09-27 21:30:00,1,2011
Tucson,GREEN,SPHERE,AZ,2011-09-27 21:34:00,1,2011
Gastonia,,FIREBALL,NC,2011-09-27 21:45:00,1,2011
Cary,,CIRCLE,NC,2011-09-27 23:00:00,1,2011
Kent,GREEN BLUE,LIGHT,OH,2011-09-28 00:00:00,1,2011
Tarrytown,,TRIANGLE,NY,2011-09-28 09:52:00,1,2011
Interstate 40,,CIRCLE,NM,2011-09-28 12:30:00,1,2011
St. Simons Island,,CIRCLE,GA,2011-09-28 12:30:00,1,2011
Albany,,OVAL,OR,2011-09-28 16:15:00,1,2011
Burlington,,TRIANGLE,VT,2011-09-28 20:00:00,1,2011
Kappa,,OTHER,IL,2011-09-28 20:00:00,1,2011
Stayton,RED YELLOW GREEN BLUE,CIRCLE,OR,2011-09-28 20:50:00,1,2011
Vancouver,,SPHERE,WA,2011-09-28 20:55:00,1,2011
Gleneden,RED GREEN,OVAL,OR,2011-09-28 21:00:00,1,2011
Greenwood,GREEN,OVAL,SD,2011-09-28 21:00:00,1,2011
Yachats,RED,OTHER,OR,2011-09-28 21:00:00,1,2011
Lindsborg,,OTHER,KS,2011-09-28 21:05:00,1,2011
Evergreen,,LIGHT,CO,2011-09-28 21:18:00,1,2011
Bunn,,CIRCLE,NC,2011-09-28 21:55:00,1,2011
Sultan,,CIRCLE,WA,2011-09-28 22:00:00,1,2011
Sonoma,,TRIANGLE,CA,2011-09-28 22:15:00,1,2011
Manchester,,FLASH,CT,2011-09-28 22:45:00,1,2011
Idaho Falls,YELLOW GREEN,TRIANGLE,ID,2011-09-29 01:26:00,1,2011
Duluth,YELLOW,CYLINDER,GA,2011-09-29 03:00:00,1,2011
Auburn,,,WA,2011-09-29 04:11:00,1,2011
Long Beach,,VARIOUS,CA,2011-09-29 05:00:00,1,2011
Bellevue,,SPHERE,PA,2011-09-29 17:45:00,1,2011
Burbank,,FORMATION,CA,2011-09-29 19:35:00,1,2011
Christopher,GREEN,LIGHT,IL,2011-09-29 20:30:00,1,2011
North Myrtle Beach,YELLOW,SPHERE,SC,2011-09-29 20:53:00,1,2011
Memphis,,LIGHT,TN,2011-09-29 21:00:00,1,2011
Myrtle Beach,ORANGE,CIRCLE,SC,2011-09-29 21:00:00,1,2011
Myrtle Beach,ORANGE,TRIANGLE,SC,2011-09-29 21:00:00,1,2011
North Myrtle Beach,ORANGE,,SC,2011-09-29 21:00:00,1,2011
Sedona,,OVAL,AZ,2011-09-29 21:00:00,1,2011
St. Stephen,,,SC,2011-09-29 21:15:00,1,2011
St. Stephen,,,SC,2011-09-29 21:20:00,1,2011
Bismarck,,TRIANGLE,ND,2011-09-29 22:30:00,1,2011
Shawnee,,CHEVRON,OK,2011-09-29 23:45:00,1,2011
Miami Beach,,CHEVRON,FL,2011-09-30 03:00:00,1,2011
North Bergen,,CIRCLE,NJ,2011-09-30 03:46:00,1,2011
Ames,,CIRCLE,IA,2011-09-30 11:36:00,1,2011
Tyre,,CIGAR,NY,2011-09-30 12:19:00,1,2011
Piney Flats,,SPHERE,TN,2011-09-30 17:40:00,1,2011
Knoxville,BLUE,OVAL,TN,2011-09-30 19:35:00,1,2011
New Berlin,,TRIANGLE,WI,2011-09-30 20:00:00,1,2011
Truth or Consequences,,OTHER,NM,2011-09-30 20:10:00,1,2011
Middletown,,FIREBALL,CT,2011-09-30 20:30:00,1,2011
Sea Isle City,,,NJ,2011-09-30 20:30:00,1,2011
Bellevue,,SPHERE,NE,2011-09-30 21:00:00,1,2011
Copperas Cove,,OTHER,TX,2011-09-30 21:07:00,1,2011
Omaha,,CHEVRON,NE,2011-09-30 21:48:00,1,2011
Searcy,,DIAMOND,AR,2011-09-30 21:50:00,1,2011
Copperas Cove,,,TX,2011-09-30 21:51:00,1,2011
Port Arthur,,LIGHT,TX,2011-09-30 22:30:00,1,2011
Fort Mohave,,TRIANGLE,AZ,2011-09-30 22:45:00,1,2011
Vancouver,,FIREBALL,WA,2011-09-30 23:00:00,1,2011
Vancouver,RED,LIGHT,WA,2011-09-30 23:00:00,1,2011
Vancouver,RED,FIREBALL,WA,2011-09-30 23:15:00,1,2011
Hammock Beach,,FORMATION,FL,2011-09-30 23:30:00,1,2011
Cabot,,CIRCLE,AR,2011-10-01 00:00:00,1,2011
Staten Island,,,NY,2011-10-01 00:00:00,1,2011
Vancouver,,LIGHT,WA,2011-10-01 00:00:00,1,2011
Alligator Point,RED GREEN BLUE,,FL,2011-10-01 05:30:00,1,2011
San Benito,,TRIANGLE,TX,2011-10-01 06:00:00,1,2011
Brownwood,,,TX,2011-10-01 09:30:00,1,2011
Clinton,,CIRCLE,MS,2011-10-01 13:00:00,1,2011
Boise,,,ID,2011-10-01 15:00:00,1,2011
Goshen,,OVAL,CA,2011-10-01 16:00:00,1,2011
Jacksonville,,,FL,2011-10-01 20:00:00,1,2011
Linn,GREEN,,MO,2011-10-01 20:00:00,1,2011
Wilmington,,TRIANGLE,NC,2011-10-01 20:00:00,1,2011
Cincinnati,,SPHERE,OH,2011-10-01 20:15:00,1,2011
Palatine,RED,LIGHT,IL,2011-10-01 20:30:00,1,2011
Hamburg,,LIGHT,CA,2011-10-01 21:00:00,1,2011
Carlsbad,,FIREBALL,CA,2011-10-01 21:20:00,1,2011
Kansas City,,FIREBALL,MO,2011-10-01 21:43:00,1,2011
Kansas City,,FIREBALL,MO,2011-10-01 21:43:00,1,2011
Tenino,,LIGHT,WA,2011-10-01 21:50:00,1,2011
McComb,,RECTANGLE,MS,2011-10-01 22:00:00,1,2011
Bluffton,BLUE,CHEVRON,SC,2011-10-01 22:50:00,1,2011
Fond du Lac,,LIGHT,WI,2011-10-01 23:00:00,1,2011
Greenville area,BLUE,LIGHT,SC,2011-10-01 23:00:00,1,2011
Conyers,RED BLUE,LIGHT,GA,2011-10-01 23:11:00,1,2011
Captiva Island,,FIREBALL,FL,2011-10-01 23:30:00,1,2011
Bluffton,RED,,SC,2011-10-01 23:41:00,1,2011
Homestead,,FORMATION,FL,2011-10-01 23:57:00,1,2011
Owasso,,LIGHT,OK,2011-10-02 01:50:00,1,2011
Alligator Alley,,TRIANGLE,FL,2011-10-02 04:50:00,1,2011
San Angelo,,FLASH,TX,2011-10-02 05:29:00,1,2011
Lake Springs,,OVAL,MO,2011-10-02 17:30:00,1,2011
Lake Springs,,OVAL,MO,2011-10-02 17:44:00,1,2011
Battle Creek,,CIRCLE,MI,2011-10-02 18:00:00,1,2011
Mayaguez,ORANGE,CIRCLE,WV,2011-10-02 19:27:00,1,2011
Marion,GREEN,,IN,2011-10-02 21:00:00,1,2011
New York Mills,,LIGHT,MN,2011-10-02 21:00:00,1,2011
Simi Valley,GREEN,OTHER,CA,2011-10-02 21:00:00,1,2011
Miles City,RED,FORMATION,MT,2011-10-03 02:35:00,1,2011
Fullerton,,FLASH,CA,2011-10-03 04:00:00,1,2011
Fresno,,CIRCLE,CA,2011-10-03 04:35:00,1,2011
Plains,,LIGHT,GA,2011-10-03 09:00:00,1,2011
Alice,,TRIANGLE,TX,2011-10-03 19:00:00,1,2011
Crosby,,CIRCLE,TX,2011-10-03 19:00:00,1,2011
Livonia,,RECTANGLE,MI,2011-10-03 21:42:00,1,2011
